iteration	group	n_cells	detected_cells	detection_pct	mean_log1p_cp10k_all_cells	n_kcnq1_positive	mean_log1p_cp10k_among_kcnq1_positive	median_log1p_cp10k_among_kcnq1_positive
19	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
20	Primary normal epithelial	3368	480	14.251781472684085	0.10605458993934944	480	0.7441497060744351	0.5756756360728905
20	Tumor intestinal patient	3368	389	11.549881235154395	0.08473774231657698	389	0.7336676506998236	0.5588240815529295
20	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
21	Primary normal epithelial	3368	484	14.370546318289787	0.10577311499943655	484	0.7360410151200462	0.5752499450057114
21	Tumor intestinal patient	3368	385	11.431116389548695	0.08435872850709324	385	0.7379745392516625	0.5786893313414864
21	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
22	Primary normal epithelial	3368	471	13.984560570071258	0.10121229557422853	471	0.7237431241910862	0.5704779768881127
22	Tumor intestinal patient	3368	360	10.688836104513063	0.07651077658305788	360	0.7158008209214972	0.5479483533653691
22	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
23	Primary normal epithelial	3368	472	14.014251781472684	0.10107854572326108	472	0.7212553855846255	0.570913285752654
23	Tumor intestinal patient	3368	356	10.570071258907364	0.07328160794702235	356	0.6932934145100316	0.5697443438086075
23	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
24	Primary normal epithelial	3368	479	14.222090261282661	0.10736762650064587	479	0.754935628505585	0.6067677949962679
24	Tumor intestinal patient	3368	364	10.807600950118765	0.07859895656106823	364	0.7272562793892247	0.6000721733990861
24	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
25	Primary normal epithelial	3368	469	13.925178147268408	0.09914723420084222	469	0.7119997543463469	0.5688443932641499
25	Tumor intestinal patient	3368	370	10.985748218527316	0.08109606139790854	370	0.7381933372652864	0.5511614430292716
25	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
26	Primary normal epithelial	3368	449	13.331353919239906	0.09952300389082572	449	0.746533356579735	0.5794478817577408
26	Tumor intestinal patient	3368	396	11.75771971496437	0.08402880786597253	396	0.7146692547792814	0.5737049418436269
26	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
27	Primary normal epithelial	3368	502	14.90498812351544	0.11034644095136187	502	0.7403322970601329	0.5791891742739839
27	Tumor intestinal patient	3368	382	11.34204275534442	0.08817808939343834	382	0.7774445159086395	0.6081256150694898
27	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
28	Primary normal epithelial	3368	482	14.311163895486937	0.10551140531049155	482	0.7372664171903228	0.5790511378301888
28	Tumor intestinal patient	3368	359	10.659144893111637	0.07842571959983297	359	0.7357599543516362	0.5617886962912104
28	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
29	Primary normal epithelial	3368	492	14.608076009501186	0.10766127534764933	492	0.7369983239245588	0.5790511378301888
29	Tumor intestinal patient	3368	382	11.34204275534442	0.08144528518269108	382	0.7180830379458208	0.5702565631285854
29	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
30	Primary normal epithelial	3368	482	14.311163895486937	0.11097099037613026	482	0.7754155510099723	0.6169171477482811
30	Tumor intestinal patient	3368	351	10.421615201900238	0.07791417574232512	351	0.7476209227924532	0.6194218698874384
30	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
31	Primary normal epithelial	3368	485	14.400237529691212	0.10577740497241045	485	0.7345531957671719	0.5794478817577408
31	Tumor intestinal patient	3368	363	10.777909738717339	0.07866711469732839	363	0.7298921275498678	0.5643439291313687
31	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
32	Primary normal epithelial	3368	479	14.222090261282661	0.10174086367237142	479	0.7153720852788037	0.5688443932641499
32	Tumor intestinal patient	3368	365	10.83729216152019	0.08271122716415978	365	0.7632093509284662	0.6494537453423755
32	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
33	Primary normal epithelial	3368	482	14.311163895486937	0.10468741725141432	482	0.7315087578895506	0.5704946962764741
33	Tumor intestinal patient	3368	398	11.817102137767222	0.08531526427335484	398	0.7219643469162289	0.5812523874703216
33	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
34	Primary normal epithelial	3368	478	14.192399049881235	0.10191182701962788	478	0.7180732916362064	0.5612244366739911
34	Tumor intestinal patient	3368	368	10.926365795724466	0.08329564654896542	368	0.7623362434155313	0.6318151731509976
34	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
35	Primary normal epithelial	3368	479	14.222090261282661	0.10208220843075551	479	0.7177721878805523	0.5713151558404727
35	Tumor intestinal patient	3368	428	12.707838479809977	0.09001803225380856	428	0.7083661977355777	0.5563106348010284
35	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
36	Primary normal epithelial	3368	501	14.875296912114013	0.10934457311207355	501	0.7350748946935405	0.5791718088701505
36	Tumor intestinal patient	3368	397	11.787410926365796	0.08877413305387767	397	0.7531266501900755	0.6341953154627283
36	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
37	Primary normal epithelial	3368	506	15.02375296912114	0.10655525415518458	506	0.7092452490013076	0.5703108936390273
37	Tumor intestinal patient	3368	356	10.570071258907364	0.07664858173414021	356	0.7251472564061355	0.5375052253935286
37	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
38	Primary normal epithelial	3368	476	14.133016627078385	0.10431953582575612	476	0.7381264635738375	0.5779174741688038
38	Tumor intestinal patient	3368	381	11.312351543942993	0.08365580874999945	381	0.7395085665879216	0.5756583966611643
38	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
39	Primary normal epithelial	3368	493	14.637767220902612	0.10977478731610837	493	0.7499421575672474	0.5981767448865339
39	Tumor intestinal patient	3368	365	10.83729216152019	0.07556477235035763	365	0.6972661733589164	0.5693767510024152
39	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
40	Primary normal epithelial	3368	476	14.133016627078385	0.10263548077638235	476	0.7262107127202851	0.5751479095032064
40	Tumor intestinal patient	3368	362	10.748218527315915	0.08005863752205795	362	0.7448549479952795	0.6000733785111263
40	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
41	Primary normal epithelial	3368	477	14.16270783847981	0.1047696606632139	477	0.7397572685821895	0.5866511479425223
41	Tumor intestinal patient	3368	388	11.520190023752969	0.08555003293155089	388	0.7426095642099574	0.6204341224772981
41	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
42	Primary normal epithelial	3368	472	14.014251781472684	0.10020726137212324	472	0.7150382548756591	0.5595301174084152
42	Tumor intestinal patient	3368	328	9.73871733966746	0.06970907742465265	328	0.7157932096531406	0.5906819050557223
42	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
43	Primary normal epithelial	3368	483	14.340855106888363	0.1044954822396558	483	0.7286558678740386	0.575130908750901
43	Tumor intestinal patient	3368	402	11.935866983372922	0.08969519837144951	402	0.7514761893409005	0.6048439882905898
43	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
44	Primary normal epithelial	3368	481	14.28147268408551	0.10567439164339124	481	0.7399404387836627	0.5760162923898698
44	Tumor intestinal patient	3368	386	11.460807600950119	0.08381686317282089	386	0.731334702502748	0.5871797656163789
44	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
45	Primary normal epithelial	3368	482	14.311163895486937	0.10352135814711602	482	0.7233608594180222	0.5779174741688038
45	Tumor intestinal patient	3368	410	12.173396674584323	0.09140708923680642	410	0.7508757964623513	0.5841126665478582
45	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753817	0.4973203465165874
46	Primary normal epithelial	3368	480	14.251781472684085	0.10361981754008154	480	0.7270657197395721	0.5774733795900484
46	Tumor intestinal patient	3368	375	11.134204275534442	0.07946737938203713	375	0.7137230233565364	0.5631528662036057
46	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
47	Primary normal epithelial	3368	495	14.697149643705462	0.10776719876261641	495	0.733252374611095	0.5742483170133792
47	Tumor intestinal patient	3368	332	9.85748218527316	0.06957501065843452	332	0.7058091442699022	0.5577136975384088
47	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
48	Primary normal epithelial	3368	471	13.984560570071258	0.10184058411048957	471	0.7282358541064308	0.5964860600956159
48	Tumor intestinal patient	3368	378	11.223277909738718	0.07914710956247364	378	0.7052049338793948	0.5482255807931773
48	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
49	Primary normal epithelial	3368	474	14.073634204275534	0.11009093396470838	474	0.7822495054707549	0.6201925130588579
49	Tumor intestinal patient	3368	381	11.312351543942993	0.08609666434792512	381	0.7610854738157792	0.6086082748273839
49	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
50	Primary normal epithelial	3368	484	14.370546318289787	0.10228173019795114	484	0.7117455936088832	0.5752499450057114
50	Tumor intestinal patient	3368	359	10.659144893111637	0.07803775202940595	359	0.7321201917410564	0.6118344348784183
50	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
51	Primary normal epithelial	3368	468	13.895486935866982	0.10141498920554827	468	0.7298412043681338	0.5746896128821402
51	Tumor intestinal patient	3368	391	11.609263657957245	0.08795553415444932	391	0.7576323248904995	0.6153304039452561
51	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
52	Primary normal epithelial	3368	468	13.895486935866982	0.10191947426931172	468	0.7334717720919698	0.5954706348496221
52	Tumor intestinal patient	3368	356	10.570071258907364	0.07637685903845624	356	0.7225765765211254	0.5770263308972671
52	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
53	Primary normal epithelial	3368	494	14.667458432304038	0.10761953852110002	494	0.7337299711317105	0.5805048743896503
53	Tumor intestinal patient	3368	369	10.95605700712589	0.07687300781664101	369	0.7016484832695039	0.5512236581480354
53	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
54	Primary normal epithelial	3368	470	13.954869358669834	0.1033489628332952	470	0.7405942698351877	0.5771327232730691
54	Tumor intestinal patient	3368	365	10.83729216152019	0.08153540496944212	365	0.752359572430359	0.5808323141306889
54	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
55	Primary normal epithelial	3368	502	14.90498812351544	0.10633338031075489	502	0.7134080177024351	0.5677682763686398
55	Tumor intestinal patient	3368	385	11.431116389548695	0.08728433180760126	385	0.7635678689038987	0.580589547777787
55	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
56	Primary normal epithelial	3368	500	14.84560570071259	0.1101894944199587	500	0.7422364344128418	0.6052568972758069
56	Tumor intestinal patient	3368	423	12.55938242280285	0.0917960408391941	423	0.7308961360435123	0.5588240815529295
56	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
57	Primary normal epithelial	3368	477	14.16270783847981	0.10523680464369949	477	0.7430556772326622	0.6087037851224872
57	Tumor intestinal patient	3368	361	10.71852731591449	0.07941582978101436	361	0.7409210933586046	0.603496185159205
57	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
58	Primary normal epithelial	3368	480	14.251781472684085	0.10252850367965646	480	0.7194083341522561	0.5708965663642926
58	Tumor intestinal patient	3368	368	10.926365795724466	0.07587750833804889	368	0.69444415239823	0.5481486020066137
58	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
59	Primary normal epithelial	3368	476	14.133016627078385	0.1024512188606618	476	0.7249069435351028	0.5793098453139456
59	Tumor intestinal patient	3368	405	12.024940617577197	0.09101779002915328	405	0.7569084365881191	0.599803182257153
59	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
60	Primary normal epithelial	3368	491	14.578384798099764	0.10695998235961145	491	0.733688840299738	0.5701438103899419
60	Tumor intestinal patient	3368	362	10.748218527315915	0.07588210311943397	362	0.7059970257078827	0.5777876855275479
60	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
61	Primary normal epithelial	3368	476	14.133016627078385	0.1058195057640566	476	0.7487396962465181	0.6082554956942192
61	Tumor intestinal patient	3368	396	11.75771971496437	0.08742264316142614	396	0.7435339953729373	0.6188332954857323
61	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
62	Primary normal epithelial	3368	481	14.28147268408551	0.1064874520426488	481	0.7456335519327258	0.5867042744882737
62	Tumor intestinal patient	3368	379	11.252969121140142	0.08452761824949886	379	0.7511583595364437	0.5917607846837584
62	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
63	Primary normal epithelial	3368	481	14.28147268408551	0.10654317995790535	481	0.7460237631979735	0.6057761750815922
63	Tumor intestinal patient	3368	350	10.391923990498812	0.07249728716835789	350	0.6976310376657984	0.5627302229023698
63	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
64	Primary normal epithelial	3368	480	14.251781472684085	0.10352175841657343	480	0.7263776715562903	0.5708965663642926
64	Tumor intestinal patient	3368	357	10.59976247030879	0.07925032678739191	357	0.7476613462743305	0.5975875625015399
64	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
65	Primary normal epithelial	3368	472	14.014251781472684	0.1010118146549487	472	0.7207792198259897	0.5697269803629081
65	Tumor intestinal patient	3368	370	10.985748218527316	0.08130576886613833	370	0.7401022420031186	0.5839749321734324
65	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
66	Primary normal epithelial	3368	455	13.509501187648457	0.10037120958070922	455	0.7429675469622607	0.5742483170133792
66	Tumor intestinal patient	3368	381	11.312351543942993	0.08052771134415218	381	0.7118565139294082	0.5451997330452348
66	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
67	Primary normal epithelial	3368	486	14.429928741092638	0.10354391617554805	486	0.7175636001630572	0.5645648068159291
67	Tumor intestinal patient	3368	358	10.629453681710213	0.07598031874582876	358	0.7148092556870146	0.5627461921606527
67	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
68	Primary normal epithelial	3368	469	13.925178147268408	0.10251757953708826	469	0.7362030018782799	0.5791718088701505
68	Tumor intestinal patient	3368	356	10.570071258907364	0.0733001496499323	356	0.6934688315195842	0.5151506228702681
68	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
69	Primary normal epithelial	3368	490	14.548693586698338	0.10571194893454725	490	0.7266078449215412	0.5890940988173263
69	Tumor intestinal patient	3368	353	10.480997624703088	0.07550953786878102	353	0.7204422763231004	0.556399152401291
69	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
70	Primary normal epithelial	3368	483	14.340855106888363	0.10683231023733426	483	0.7449507678661321	0.5713151558404727
70	Tumor intestinal patient	3368	370	10.985748218527316	0.08044607975093873	370	0.7322767475707072	0.5941555985702608
70	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
71	Primary normal epithelial	3368	484	14.370546318289787	0.10781439485000154	484	0.750245623666953	0.5861209195465309
71	Tumor intestinal patient	3368	368	10.926365795724466	0.08026853638966079	368	0.7346316047836347	0.6020685846369405
71	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
72	Primary normal epithelial	3368	477	14.16270783847981	0.10363760106691337	477	0.7317640259818956	0.5855906911505396
72	Tumor intestinal patient	3368	366	10.866983372921615	0.07950130909725941	366	0.7315858170480045	0.584869513023959
72	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
73	Primary normal epithelial	3368	477	14.16270783847981	0.10672446005442174	477	0.7535597095666507	0.5855906911505396
73	Tumor intestinal patient	3368	367	10.89667458432304	0.07983262715407706	367	0.7326329380243363	0.5730477237897122
73	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
74	Primary normal epithelial	3368	482	14.311163895486937	0.10530197359642958	482	0.7358030022256739	0.5890940988173263
74	Tumor intestinal patient	3368	352	10.451306413301662	0.07350083648229437	352	0.7032693672510438	0.5524315772269363
74	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
75	Primary normal epithelial	3368	478	14.192399049881235	0.10579539245643653	478	0.7454369911993269	0.5931174982549781
75	Tumor intestinal patient	3368	362	10.748218527315915	0.07678295492564366	362	0.7143784314628946	0.5789622946250463
75	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
76	Primary normal epithelial	3368	477	14.16270783847981	0.10498573026599661	477	0.741282892108756	0.5688443932641499
76	Tumor intestinal patient	3368	351	10.421615201900238	0.07303720269803024	351	0.7008242127833785	0.5631528662036057
76	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
77	Primary normal epithelial	3368	474	14.073634204275534	0.10019112763635177	474	0.7119065778042885	0.5723798663391073
77	Tumor intestinal patient	3368	350	10.391923990498812	0.07264502624846583	350	0.6990527097280941	0.5808149672886788
77	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753817	0.4973203465165874
78	Primary normal epithelial	3368	466	13.836104513064132	0.1001939010348825	466	0.7241481946040434	0.5793098453139456
78	Tumor intestinal patient	3368	388	11.520190023752969	0.08458204435397929	388	0.7342070241860881	0.5906639095405914
78	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
79	Primary normal epithelial	3368	489	14.519002375296914	0.10327556180888071	489	0.7113130719270148	0.5688443932641499
79	Tumor intestinal patient	3368	383	11.371733966745843	0.08699963938920174	383	0.7650516591718838	0.6119503072059063
79	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
80	Primary normal epithelial	3368	484	14.370546318289787	0.10762711522452492	484	0.7489424051161155	0.5890940988173263
80	Tumor intestinal patient	3368	332	9.85748218527316	0.07277548300442481	332	0.7382765866232012	0.5799206315396297
80	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
81	Primary normal epithelial	3368	480	14.251781472684085	0.10578564959333263	480	0.7422626413132173	0.6056532709053732
81	Tumor intestinal patient	3368	353	10.480997624703088	0.07278921849479347	353	0.6944875011061317	0.5458708720281369
81	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
82	Primary normal epithelial	3368	461	13.687648456057008	0.10035655310612028	461	0.7331906092438462	0.5753349797559112
82	Tumor intestinal patient	3368	358	10.629453681710213	0.08379239798680851	358	0.788303900613327	0.6429847354763003
82	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
83	Primary normal epithelial	3368	469	13.925178147268408	0.10400549103571881	469	0.7468880464995755	0.5855906911505396
83	Tumor intestinal patient	3368	383	11.371733966745843	0.08389414266927624	383	0.7377427480682044	0.6264618127948215
83	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
84	Primary normal epithelial	3368	501	14.875296912114013	0.11175665747346354	501	0.7512902642128247	0.6055303667291543
84	Tumor intestinal patient	3368	373	11.07482185273159	0.08197282401908043	373	0.7401728452982919	0.5926273359114319
