iteration	group	n_cells	detected_cells	detection_pct	mean_log1p_cp10k_all_cells	n_kcnq1_positive	mean_log1p_cp10k_among_kcnq1_positive	median_log1p_cp10k_among_kcnq1_positive
84	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
85	Primary normal epithelial	3368	486	14.429928741092638	0.1079190899456758	486	0.747883734438346	0.5939972958283805
85	Tumor intestinal patient	3368	349	10.362232779097386	0.07438725757671227	349	0.7178690072159513	0.5623075796011341
85	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
86	Primary normal epithelial	3368	486	14.429928741092638	0.10606017765212244	486	0.7350013957455728	0.5954706348496221
86	Tumor intestinal patient	3368	386	11.460807600950119	0.08249477029957791	386	0.7197989284170425	0.570332472980418
86	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
87	Primary normal epithelial	3368	487	14.459619952494062	0.10656917033954037	487	0.7370122499046652	0.575130908750901
87	Tumor intestinal patient	3368	367	10.89667458432304	0.076578757463115	367	0.70277181235905	0.5487576443135401
87	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753817	0.4973203465165874
88	Primary normal epithelial	3368	477	14.16270783847981	0.10441388061420988	477	0.7372451780055742	0.5866511479425223
88	Tumor intestinal patient	3368	394	11.69833729216152	0.0820621005852099	394	0.7014851643933677	0.5467538544116497
88	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
89	Primary normal epithelial	3368	503	14.934679334916865	0.1089937877449566	503	0.7298033342445603	0.5713151558404727
89	Tumor intestinal patient	3368	394	11.69833729216152	0.08652812679975141	394	0.7396617539633574	0.5649258458103715
89	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
90	Primary normal epithelial	3368	485	14.400237529691212	0.10358633592422603	485	0.7193376894696769	0.5688443932641499
90	Tumor intestinal patient	3368	361	10.71852731591449	0.07430528849795448	361	0.693241583548783	0.5455350910272584
90	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
91	Primary normal epithelial	3368	474	14.073634204275534	0.10633115455744328	474	0.7555344484166012	0.6082554956942192
91	Tumor intestinal patient	3368	404	11.995249406175772	0.08711500541274034	404	0.7262458867081917	0.5769922362625493
91	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
92	Primary normal epithelial	3368	475	14.10332541567696	0.10537389330502761	475	0.7471563634764906	0.6055303667291543
92	Tumor intestinal patient	3368	411	12.203087885985749	0.08468633144992899	411	0.6939746090592721	0.5625998839602553
92	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
93	Primary normal epithelial	3368	473	14.04394299287411	0.1059692029222853	473	0.7545544935354268	0.6057761750815922
93	Tumor intestinal patient	3368	370	10.985748218527316	0.0806641907969272	370	0.7342621475785157	0.6156529345691383
93	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
94	Primary normal epithelial	3368	486	14.429928741092638	0.10879788467761793	486	0.753973818095097	0.60627198503893
94	Tumor intestinal patient	3368	372	11.045130641330166	0.08083684983288	372	0.731877715691236	0.5971284021468468
94	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
95	Primary normal epithelial	3368	469	13.925178147268408	0.10071080828679559	469	0.7232281499145576	0.5760162923898698
95	Tumor intestinal patient	3368	346	10.27315914489311	0.07359062903084339	346	0.7163388398146835	0.5755735012084549
95	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753817	0.4973203465165874
96	Primary normal epithelial	3368	488	14.489311163895488	0.10748627311172337	488	0.7418314914759925	0.5861474828194067
96	Tumor intestinal patient	3368	374	11.104513064133016	0.08105442541912923	374	0.7299232748973992	0.5765375276647093
96	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
97	Primary normal epithelial	3368	466	13.836104513064132	0.10306801095701063	466	0.7449207315519565	0.6051339930995879
97	Tumor intestinal patient	3368	367	10.89667458432304	0.08138483686938813	367	0.7468777399893712	0.5626973880639391
97	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
98	Primary normal epithelial	3368	501	14.875296912114013	0.11018356123072452	501	0.7407150383734136	0.5815618670215598
98	Tumor intestinal patient	3368	360	10.688836104513063	0.0788896885490264	360	0.7380568639808915	0.603787265887263
98	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
99	Primary normal epithelial	3368	497	14.756532066508314	0.10896113405524399	497	0.7383925543220557	0.6087037851224872
99	Tumor intestinal patient	3368	354	10.510688836104514	0.07573019229010224	354	0.7205064622402949	0.5918334063991899
99	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
100	Primary normal epithelial	3368	474	14.073634204275534	0.10070895891943853	474	0.7155860203389641	0.5747066136344454
100	Tumor intestinal patient	3368	371	11.015439429928742	0.07546597909757563	371	0.6850927698130317	0.5338975616391954
100	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
101	Primary normal epithelial	3368	474	14.073634204275534	0.10456976422648068	474	0.74301891543204	0.5861474828194067
101	Tumor intestinal patient	3368	370	10.985748218527316	0.08290633505122401	370	0.7546717201419527	0.6103742257241254
101	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
102	Primary normal epithelial	3368	473	14.04394299287411	0.10387699224531632	473	0.7396568919285949	0.5794478817577408
102	Tumor intestinal patient	3368	360	10.688836104513063	0.08016903738647546	360	0.7500258831045815	0.6040410461100609
102	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
103	Primary normal epithelial	3368	491	14.578384798099764	0.11099725335106352	491	0.7613823814386598	0.6087037851224872
103	Tumor intestinal patient	3368	367	10.89667458432304	0.0778995162316213	367	0.7148925631283394	0.5541531772315149
103	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
104	Primary normal epithelial	3368	490	14.548693586698338	0.10743935128672429	490	0.738481092109566	0.5803668379458551
104	Tumor intestinal patient	3368	402	11.935866983372922	0.08605693714559855	402	0.7209944385730745	0.5631528662036057
104	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
105	Primary normal epithelial	3368	492	14.608076009501186	0.10627866429731965	492	0.7275336206369363	0.5875717678542931
105	Tumor intestinal patient	3368	395	11.728028503562946	0.08383254938891245	395	0.714805129979385	0.5623075796011341
105	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
106	Primary normal epithelial	3368	471	13.984560570071258	0.10206232740043582	471	0.7298214834069382	0.5751649102555116
106	Tumor intestinal patient	3368	387	11.490498812351543	0.08551969611382251	387	0.7442644354298559	0.5961015211921759
106	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
107	Primary normal epithelial	3368	495	14.697149643705462	0.1064891489007111	495	0.7245564717123131	0.578930466790227
107	Tumor intestinal patient	3368	383	11.371733966745843	0.08340941044912652	383	0.7334801420173841	0.5759480865259944
107	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
108	Primary normal epithelial	3368	474	14.073634204275534	0.10412420517462519	474	0.7398530021690668	0.597331402491075
108	Tumor intestinal patient	3368	396	11.75771971496437	0.08884786420644979	396	0.7556555723417246	0.6040410461100609
108	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
109	Primary normal epithelial	3368	490	14.548693586698338	0.10740172716798127	490	0.7382224838811449	0.5803668379458551
109	Tumor intestinal patient	3368	362	10.748218527315915	0.07651522631373513	362	0.7118875199576241	0.566035838020451
109	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
110	Primary normal epithelial	3368	474	14.073634204275534	0.10173414484414257	474	0.7228704637870721	0.6056532709053732
110	Tumor intestinal patient	3368	397	11.787410926365796	0.08568254458666232	397	0.7268987661659412	0.5912924906618615
110	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
111	Primary normal epithelial	3368	465	13.806413301662706	0.10108007429821257	465	0.7321240650244729	0.5791718088701505
111	Tumor intestinal patient	3368	359	10.659144893111637	0.07578851459450713	359	0.7110187107362117	0.5940410660524891
111	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
112	Primary normal epithelial	3368	479	14.222090261282661	0.10802679260305675	479	0.7595704331672133	0.6135772844656925
112	Tumor intestinal patient	3368	366	10.866983372921615	0.08056534000410281	366	0.7413772271415802	0.6172004119308545
112	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
113	Primary normal epithelial	3368	486	14.429928741092638	0.1052746389843382	486	0.7295575804511338	0.5803668379458551
113	Tumor intestinal patient	3368	360	10.688836104513063	0.07453038702792188	360	0.6972731764167802	0.5558378607746537
113	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
114	Primary normal epithelial	3368	452	13.420427553444181	0.09699495856396081	452	0.7227411956712834	0.5752329442534061
114	Tumor intestinal patient	3368	387	11.490498812351543	0.08844095146424906	387	0.7696876602883485	0.6328260179043745
114	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
115	Primary normal epithelial	3368	478	14.192399049881235	0.10786965944088865	478	0.7600523284454245	0.5882266054513069
115	Tumor intestinal patient	3368	357	10.59976247030879	0.0758817530171552	357	0.7158816363075035	0.5488811800400996
115	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
116	Primary normal epithelial	3368	463	13.747030878859858	0.10092400264043018	463	0.7341512762267144	0.5769044815473806
116	Tumor intestinal patient	3368	393	11.668646080760094	0.08855565253267189	393	0.7589196888805062	0.6074265083983141
116	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
117	Primary normal epithelial	3368	480	14.251781472684085	0.10594007970859565	480	0.7433462259553126	0.6056532709053732
117	Tumor intestinal patient	3368	369	10.95605700712589	0.08392429695335386	369	0.7660082171785795	0.6462377972532243
117	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
118	Primary normal epithelial	3368	477	14.16270783847981	0.10301570120146089	477	0.7273729174979461	0.5753349797559112
118	Tumor intestinal patient	3368	378	11.223277909738718	0.0841531554048786	378	0.7498090672053733	0.6078454236980109
118	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
119	Primary normal epithelial	3368	467	13.865795724465556	0.10334762119986024	467	0.7453421588889277	0.575130908750901
119	Tumor intestinal patient	3368	394	11.69833729216152	0.08119051729343063	394	0.6940346757468893	0.5398760154978766
119	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
120	Primary normal epithelial	3368	481	14.28147268408551	0.10167407158055132	481	0.7119298816700558	0.5596586484458981
120	Tumor intestinal patient	3368	378	11.223277909738718	0.08077648276424694	378	0.7197227353174172	0.5633212021884922
120	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
121	Primary normal epithelial	3368	485	14.400237529691212	0.10627175726056463	485	0.7379861411414056	0.5742483170133792
121	Tumor intestinal patient	3368	359	10.659144893111637	0.08230796437676297	359	0.7721816825095756	0.649759672446354
121	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
122	Primary normal epithelial	3368	498	14.786223277909738	0.10958532397445835	498	0.7411312673613971	0.5882266054513069
122	Tumor intestinal patient	3368	354	10.510688836104514	0.07324522480361009	354	0.6968641727077931	0.5691844323507349
122	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
123	Primary normal epithelial	3368	479	14.222090261282661	0.10295557258510706	479	0.7239130865691871	0.5855906911505396
123	Tumor intestinal patient	3368	347	10.302850356294536	0.07514713107837968	347	0.7293819523688265	0.5688443932641499
123	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
124	Primary normal epithelial	3368	451	13.390736342042755	0.1012677567759638	451	0.7562523388502129	0.5867042744882737
124	Tumor intestinal patient	3368	369	10.95605700712589	0.08351453824227231	369	0.7622681972899001	0.6081502550856348
124	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
125	Primary normal epithelial	3368	480	14.251781472684085	0.10329563779071628	480	0.7247910584981926	0.5890940988173263
125	Tumor intestinal patient	3368	399	11.846793349168646	0.08579966812445704	399	0.7242438151457927	0.5672203873206421
125	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
126	Primary normal epithelial	3368	478	14.192399049881235	0.10406732889774105	478	0.7332610119824097	0.5792331742844702
126	Tumor intestinal patient	3368	353	10.480997624703088	0.07665149026516194	353	0.7313377314817716	0.5830965803996883
126	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
127	Primary normal epithelial	3368	465	13.806413301662706	0.10629340447121689	465	0.769884271524857	0.6167011014695358
127	Tumor intestinal patient	3368	374	11.104513064133016	0.07958158039704355	374	0.7166597935220392	0.5598445027661226
127	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
128	Primary normal epithelial	3368	486	14.429928741092638	0.10552805200547846	486	0.7313137431161553	0.5756756360728905
128	Tumor intestinal patient	3368	351	10.421615201900238	0.07768169403134081	351	0.7453901581126949	0.6074265083983141
128	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
129	Primary normal epithelial	3368	471	13.984560570071258	0.10552895913514475	471	0.7546104763634129	0.5867042744882737
129	Tumor intestinal patient	3368	347	10.302850356294536	0.07418106358142583	347	0.720005251130381	0.5676172221711238
129	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
130	Primary normal epithelial	3368	480	14.251781472684085	0.10489955767969095	480	0.7360452297191648	0.5774733795900484
130	Tumor intestinal patient	3368	343	10.184085510688837	0.07708543399340816	343	0.756920529707868	0.6257868003497725
130	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
131	Primary normal epithelial	3368	488	14.489311163895488	0.1075936153627381	488	0.7425723289788972	0.5988047415123167
131	Tumor intestinal patient	3368	347	10.302850356294536	0.07473526752692501	347	0.7253843833737275	0.6025591945207127
131	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
132	Primary normal epithelial	3368	491	14.578384798099764	0.1051315789163259	491	0.7211469608761419	0.5624374541587285
132	Tumor intestinal patient	3368	379	11.252969121140142	0.07728658037004695	379	0.6868105611776203	0.5631528662036057
132	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
133	Primary normal epithelial	3368	472	14.014251781472684	0.10142487425842271	472	0.7237266451321348	0.5764603869686252
133	Tumor intestinal patient	3368	385	11.431116389548695	0.07888408987990023	385	0.6900821161441659	0.5567965051711953
133	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
134	Primary normal epithelial	3368	483	14.340855106888363	0.10634119023626577	483	0.7415261464094062	0.591508531561145
134	Tumor intestinal patient	3368	380	11.282660332541568	0.08288365234082579	380	0.7346108975892138	0.5700294772044079
134	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
135	Primary normal epithelial	3368	454	13.479809976247031	0.10193764274825846	454	0.7562246272602081	0.6077120010718898
135	Tumor intestinal patient	3368	393	11.668646080760094	0.08269196857588378	393	0.7086680665739862	0.5672203873206421
135	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
136	Primary normal epithelial	3368	477	14.16270783847981	0.10608123765011973	477	0.7490180469719147	0.6067677949962679
136	Tumor intestinal patient	3368	370	10.985748218527316	0.07886710203095887	370	0.7179037828115391	0.6201545845162464
136	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
137	Primary normal epithelial	3368	481	14.28147268408551	0.10729623393491228	481	0.7512967066378058	0.5981767448865339
137	Tumor intestinal patient	3368	376	11.163895486935866	0.07977512345319668	376	0.7145814249743787	0.5839549476418461
137	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
138	Primary normal epithelial	3368	481	14.28147268408551	0.10756228096749662	481	0.7531595889782301	0.6167011014695358
138	Tumor intestinal patient	3368	375	11.134204275534442	0.08365391992756721	375	0.7513237395094571	0.5567169880540507
138	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
139	Primary normal epithelial	3368	496	14.726840855106888	0.10384380123467428	496	0.7051329083838366	0.5727817364269259
139	Tumor intestinal patient	3368	388	11.520190023752969	0.08204919736880431	388	0.7122208678817858	0.5633212021884922
139	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
140	Primary normal epithelial	3368	469	13.925178147268408	0.10371128267009619	469	0.7447752665946353	0.5981767448865339
140	Tumor intestinal patient	3368	400	11.87648456057007	0.08611456577973979	400	0.725084643865409	0.5873294859713993
140	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
141	Primary normal epithelial	3368	467	13.865795724465556	0.10147854266149063	467	0.7318623804794442	0.5693101503358744
141	Tumor intestinal patient	3368	368	10.926365795724466	0.07743266059226034	368	0.7086771762900349	0.5442647318143229
141	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
142	Primary normal epithelial	3368	477	14.16270783847981	0.10849219261060022	477	0.7660413096698145	0.6087037851224872
142	Tumor intestinal patient	3368	367	10.89667458432304	0.08229252748968768	367	0.7552077182159893	0.6460072896875266
142	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
143	Primary normal epithelial	3368	450	13.36104513064133	0.09646332453629322	450	0.7219743934183013	0.5697269803629081
143	Tumor intestinal patient	3368	379	11.252969121140142	0.08151799141244204	379	0.7244131796229678	0.5577365698202484
143	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
144	Primary normal epithelial	3368	462	13.717339667458434	0.1031675229928549	462	0.7520957087444488	0.5752499450057114
144	Tumor intestinal patient	3368	369	10.95605700712589	0.07784006476355855	369	0.7104751710668432	0.5771269688034242
144	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
145	Primary normal epithelial	3368	477	14.16270783847981	0.1039213477412441	477	0.7337675035482395	0.5760162923898698
145	Tumor intestinal patient	3368	378	11.223277909738718	0.08827794028735729	378	0.786561118750845	0.6290510203315984
145	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
146	Primary normal epithelial	3368	484	14.370546318289787	0.11023709545747219	484	0.7671044163238974	0.5899738963907288
146	Tumor intestinal patient	3368	324	9.619952494061758	0.07346896132335624	324	0.7637143880773575	0.6286898540224355
146	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
147	Primary normal epithelial	3368	475	14.10332541567696	0.10568695039104321	475	0.7493761029832285	0.5964860600956159
147	Tumor intestinal patient	3368	369	10.95605700712589	0.08018283546318832	369	0.7318585090515398	0.6081502550856348
147	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
148	Primary normal epithelial	3368	468	13.895486935866982	0.10279189115678408	468	0.7397501910599333	0.5790511378301888
148	Tumor intestinal patient	3368	391	11.609263657957245	0.08881508562662563	391	0.7650363385945654	0.6149789539742707
148	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
149	Primary normal epithelial	3368	481	14.28147268408551	0.10706668096789655	481	0.7496893586276	0.5855906911505396
149	Tumor intestinal patient	3368	352	10.451306413301662	0.0760628724646744	352	0.72778339335518	0.6052690265737997
149	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
150	Primary normal epithelial	3368	463	13.747030878859858	0.10376464934123072	463	0.7548149870005725	0.5815618670215598
150	Tumor intestinal patient	3368	362	10.748218527315915	0.08173828782137348	362	0.7604821916640493	0.5984829377211984
150	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
151	Primary normal epithelial	3368	491	14.578384798099764	0.1066816482849965	491	0.7317796159345585	0.5897489364143401
151	Tumor intestinal patient	3368	392	11.63895486935867	0.08703991227573951	392	0.7478327156752315	0.6098379590754209
151	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
152	Primary normal epithelial	3368	490	14.548693586698338	0.10839511313347767	490	0.7450504919052098	0.5988047415123167
152	Tumor intestinal patient	3368	356	10.570071258907364	0.07724533953806499	356	0.7307929875398959	0.584235539100635
152	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
153	Primary normal epithelial	3368	489	14.519002375296914	0.10684522359658703	489	0.7358992087388652	0.5867042744882737
153	Tumor intestinal patient	3368	367	10.89667458432304	0.07758695964938553	367	0.7120241964553963	0.5303895374802919
153	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
154	Primary normal epithelial	3368	456	13.539192399049881	0.10201173630965374	456	0.7534551050239338	0.5899738963907288
154	Tumor intestinal patient	3368	395	11.728028503562946	0.08368843842543484	395	0.7135763559920622	0.5588240815529295
154	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
155	Primary normal epithelial	3368	476	14.133016627078385	0.10446456780524518	476	0.7391526562354324	0.5875717678542931
155	Tumor intestinal patient	3368	356	10.570071258907364	0.0768598953804491	356	0.7271464259588556	0.5667811109267358
155	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
156	Primary normal epithelial	3368	471	13.984560570071258	0.10631700654736384	471	0.7602456009586442	0.6067677949962679
156	Tumor intestinal patient	3368	357	10.59976247030879	0.07799138202560538	357	0.7357842427513696	0.5712145611446657
156	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
157	Primary normal epithelial	3368	480	14.251781472684085	0.10543339700624396	480	0.739791002327145	0.6020851788040604
157	Tumor intestinal patient	3368	382	11.34204275534442	0.08515453217710839	382	0.7507865559489557	0.5957912688146131
157	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
158	Primary normal epithelial	3368	463	13.747030878859858	0.09808543005588213	463	0.7135026531926804	0.5713151558404727
158	Tumor intestinal patient	3368	351	10.421615201900238	0.0749480890007181	351	0.719160010696349	0.5643439291313687
158	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
159	Primary normal epithelial	3368	483	14.340855106888363	0.10546952463160568	483	0.7354479481557928	0.5704779768881127
159	Tumor intestinal patient	3368	403	11.965558194774346	0.08606646355621819	403	0.7192849857502306	0.5830965803996883
159	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
160	Primary normal epithelial	3368	480	14.251781472684085	0.10680446811157712	480	0.7494113512495663	0.6026044566098459
160	Tumor intestinal patient	3368	389	11.549881235154395	0.0851759858100382	389	0.7374620056766287	0.580589547777787
160	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
161	Primary normal epithelial	3368	471	13.984560570071258	0.1012752343062786	471	0.7241931828950028	0.5742483170133792
161	Tumor intestinal patient	3368	372	11.045130641330166	0.08094786168403127	372	0.7328827907306915	0.563579434160697
161	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
162	Primary normal epithelial	3368	489	14.519002375296914	0.10725752299322724	489	0.7387389313725752	0.5964860600956159
162	Tumor intestinal patient	3368	359	10.659144893111637	0.07664059922134277	359	0.7190126411629035	0.5513951035114655
162	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
163	Primary normal epithelial	3368	470	13.954869358669834	0.10169717129191691	470	0.7287576019386727	0.5979593991168577
163	Tumor intestinal patient	3368	372	11.045130641330166	0.08343698564131151	372	0.7554187302148848	0.602018019496155
163	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753818	0.4973203465165874
164	Primary normal epithelial	3368	470	13.954869358669834	0.1041022193282116	470	0.7459920738242909	0.5861209195465309
164	Tumor intestinal patient	3368	369	10.95605700712589	0.0827945484999167	369	0.7556965835981556	0.6039094127607394
164	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211105	262	0.6855360760753819	0.4973203465165874
165	Primary normal epithelial	3368	474	14.073634204275534	0.10249678198236897	474	0.7282893707101661	0.5728211622078683
165	Tumor intestinal patient	3368	359	10.659144893111637	0.07822048810670977	359	0.733834551374369	0.5603829368347957
165	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
166	Primary normal epithelial	3368	454	13.479809976247031	0.09948108560731238	454	0.7380006526991808	0.5875717678542931
166	Tumor intestinal patient	3368	360	10.688836104513063	0.07855284644076717	360	0.7349055189236215	0.5766347427620258
166	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753818	0.4973203465165874
167	Primary normal epithelial	3368	488	14.489311163895488	0.10486000491377384	488	0.7237059355524393	0.5704946962764741
167	Tumor intestinal patient	3368	382	11.34204275534442	0.08477059489229419	382	0.7474014753854629	0.5892662019250243
167	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
168	Primary normal epithelial	3368	500	14.84560570071259	0.11048294321885074	500	0.7442131055221786	0.5790511378301888
168	Tumor intestinal patient	3368	403	11.965558194774346	0.08582065718208909	403	0.7172307031991961	0.5942591794077364
168	Tumor diffuse patient	3368	262	7.779097387173397	0.05332851898211106	262	0.6855360760753819	0.4973203465165874
169	Primary normal epithelial	3368	483	14.340855106888363	0.10601023340430381	483	0.7392183563264911	0.5964860600956159
