CAP1	1	40040239	40072648
PPT1	1	40071460	40097252
RLF	1	40161386	40240921
ZMPSTE24	1	40258235	40294180
COL9A2	1	40300488	40317286
SMAP2	1	40373726	40423326
ZFP69B	1	40450063	40463715
ZFP69	1	40477289	40496343
EXO5	1	40508718	40516050
ZNF684	1	40531636	40548166
RIMS3	1	40620679	40665682
NFYC-AS1	1	40689079	40692261
NFYC	1	40691703	40771606
KCNQ4	1	40783786	40840452
CITED4	1	40861053	40862363
CTPS1	1	40979695	41012565
SLFNL1	1	41015596	41021755
SCMH1	1	41027198	41242306
FOXO6	1	41361433	41383590
EDN2	1	41478774	41484683
HIVEP3	1	41506364	42035934
GUCA2B	1	42153409	42155820
GUCA2A	1	42162689	42164745
FOXJ3	1	42176538	42335880
RIMKLA	1	42380791	42424232
ZMYND12	1	42430329	42456267
CCDC30	1	42456106	42657190
PPCS	1	42456340	42473378
PPIH	1	42658422	42676758
YBX1	1	42682417	42703805
P3H1	1	42746373	42767028
SVBP	1	42807051	42817397
ERMAP	1	42817121	42844991
ZNF691	1	42846572	42852475
SLC2A1	1	42925354	42958868
EBNA1BP2	1	43164173	43172570
CFAP57	1	43172329	43254358
TMEM125	1	43269982	43274002
TIE1	1	43300981	43323108
MPL	1	43337817	43354465
CDC20	1	43358980	43363202
ELOVL1	1	43363396	43368074
MED8	1	43383916	43389800
SZT2	1	43389898	43454247
HYI	1	43450989	43453989
PTPRF	1	43526036	43623672
KDM4A	1	43650148	43705518
KDM4A-AS1	1	43699737	43707341
ST3GAL3	1	43707496	43931165
ARTN	1	43933319	43937240
IPO13	1	43946949	43968022
DPH2	1	43970009	43973369
ATP6V0B	1	43974959	43978295
B4GALT2	1	43979201	43991171
CCDC24	1	43991595	43996526
SLC6A9	1	43996482	44031462
KLF17	1	44118820	44135137
DMAP1	1	44213470	44220673
ERI3	1	44221069	44355279
RNF220	1	44405159	44651724
TMEM53	1	44653246	44674608
ARMH1	1	44674713	44725591
KIF2C	1	44739836	44767766
RPS8	1	44775539	44778779
BEST4	1	44783584	44788170
PLK3	1	44800376	44805990
BTBD19	1	44808481	44814129
PTCH2	1	44819843	44843253
EIF2B3	1	44850521	44986722
HECTD3	1	45002547	45011324
UROD	1	45012253	45015575
ZSWIM5	1	45016398	45206605
LINC01144	1	45303909	45305619
HPDL	1	45326894	45328679
MUTYH	1	45329241	45340470
TOE1	1	45340169	45343973
TESK2	1	45343882	45491163
CCDC163	1	45493865	45500073
MMACHC	1	45500299	45513382
PRDX1	1	45511034	45522890
AKR1A1	1	45550782	45570051
NASP	1	45583987	45618906
CCDC17	1	45620043	45624054
GPBP1L1	1	45627303	45686533
TMEM69	1	45688180	45694436
IPP	1	45694325	45750813
MAST2	1	45803606	46036124
PIK3R3	1	46040139	46174901
